Molecule Name,SMILES,Batch Name,Canonical PostEra ID,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Lower) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Upper) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Hill slope,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Curve class
CVD-0012950,O=C(Cn1nnc2ccccc12)N(Cc1ccsc1)c1ccc(cc1)N1CCCCC1,001,ALP-POS-6d04362c-3,6.56,5.64,7.63,0.942,1.1
CVD-0012949,CN(C)c1ccc(cc1)N(Cc1cccc(Cl)c1)C(=O)Cn1nnc2ccccc12,001,ALP-POS-6d04362c-2,0.497,0.424,0.582,1.15,1.1
CVD-0012948,CN(C)c1ccc(cc1)N(Cc1ccccc1)C(=O)Cn1nnc2ccccc12,001,ALP-POS-6d04362c-1,5.05,3.93,6.50,1.17,1.1
CVD-0012946,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(\C=C(\c2ccccc2)C(F)(F)F)c1,001,MAT-POS-f42f3716-8,22.8,20.3,25.6,1.36,2.1
CVD-0012945,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)-c1cnn(C)c1C(F)F,001,MAT-POS-f42f3716-7,19.3,17.3,21.5,1.18,2.1
CVD-0012944,Cc1ccc(c(F)c1F)-c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,001,MAT-POS-f42f3716-6,31.9,28.0,36.5,0.986,2.1
CVD-0012943,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)-c1ccc(cc1)C1(C)CCO1,001,MAT-POS-f42f3716-5,8.95,7.86,10.2,1.06,1.1
CVD-0012942,CCc1cc(F)ccc1-c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,001,MAT-POS-f42f3716-4,31.6,26.6,37.5,0.822,2.1
CVD-0012941,COC(=O)c1ccc(c(OC)c1)-c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,001,MAT-POS-f42f3716-3,16.8,8.98,31.3,0.663,2.3
CVD-0012941,COC(=O)c1ccc(c(OC)c1)-c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,001,MAT-POS-f42f3716-3,9.62,8.74,10.6,1.30,1.1
CVD-0012939,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)-c1ccc(cc1)C1CC1(F)F,001,MAT-POS-f42f3716-1,8.44,6.35,11.2,0.930,1.1
CVD-0012938,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(C)(C)C#N)c1,001,MAT-POS-044491d2-7,36.5,31.4,42.5,1.27,2.1
CVD-0012937,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C)CCC(F)(F)CC2)c1,001,MAT-POS-044491d2-6,14.7,12.7,17.0,1.21,1.1
CVD-0012934,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC2C(F)(F)F)c1,001,MAT-POS-044491d2-3,25.3,20.9,30.6,1.29,2.1
CVD-0012933,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC(F)(F)C2O)c1,001,MAT-POS-044491d2-2,23.0,22.1,24.0,1.08,2.1
CVD-0012932,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCC2O)c1,001,MAT-POS-044491d2-1,19.7,16.5,23.5,0.970,2.1
CVD-0012928,Clc1cccc(CCC(=O)Nc2cncc3ccccc23)c1,001,ALP-POS-f13221e1-3,20.8,17.5,24.7,1.15,2.1
CVD-0012927,Clc1cccc(OCC(=O)Nc2cncc3ccccc23)c1,001,ALP-POS-f13221e1-2,11.2,9.97,12.5,1.07,1.1
CVD-0012924,Clc1cc(Br)ccc1NC(=O)Cn1cnc(n1)C#N,001,MAT-POS-e10a589d-4,15.7,11.0,22.6,0.698,2.3
CVD-0012923,OCCn1c(CSc2nc3ccccc3o2)nc2ccc(Cl)cc12,001,MAT-POS-e10a589d-1,0.327,0.253,0.422,1.66,1.1
CVD-0012826,Cn1nc(nc2-c1nc(=O)n(C)c2=O)-c1ccc(cc1)C(F)(F)F,001,MAT-POS-1e0c1c67-1,2.40,1.96,2.93,2.13,1.1
CVD-0012812,CN(C(=O)Cc1cccc(Cl)c1)c1cncc2ccccc12,001,MAT-POS-bb423b95-7,34.4,32.5,36.3,1.17,2.1
CVD-0012810,CC(C)c1ccncc1NC(=O)Cc1cccc(Cl)c1,001,MAT-POS-bb423b95-5,19.5,18.0,21.2,1.15,2.1
CVD-0012809,Clc1cccc(CC(=O)Nc2cncc3cccnc23)c1,001,MAT-POS-bb423b95-2,7.02,6.58,7.48,0.983,1.1
CVD-0012808,Clc1cccc(CC(=O)Nc2cncc3cnccc23)c1,001,MAT-POS-bb423b95-1,7.94,6.70,9.42,0.965,1.1
CVD-0012807,OC(Cc1cccc(Cl)c1)Cn1cncn1,001,MAT-POS-6da3605a-2,65.3,57.5,74.2,1.08,2.1
CVD-0012805,COc1cccc(Oc2cc(Cl)cc(NC(=O)Cc3cncc4ccccc34)c2)n1,001,MAT-POS-6344a35d-1,3.78,2.96,4.83,1.14,1.1
CVD-0012801,Clc1ccc2OCCC(C(=O)Nc3cncc4ccccc34)c2c1,001,VLA-UCB-1dbca3b4-15,0.359,0.334,0.387,1.06,1.1
CVD-0012742,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(Oc2cccnc2)c1,001,MAT-POS-9ff17035-3,1.17,1.05,1.31,1.24,1.1
CVD-0012742,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(Oc2cccnc2)c1,001,MAT-POS-9ff17035-3,1.57,1.38,1.79,1.13,1.1
CVD-0012742,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(Oc2cccnc2)c1,001,MAT-POS-9ff17035-3,1.14,1.08,1.20,1.04,1.1
CVD-0012741,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(Oc2cccc(=O)[nH]2)c1,001,MAT-POS-9ff17035-2,1.98,1.87,2.09,0.996,1.1
CVD-0012740,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(OC2CCC(=O)N2)c1,001,MAT-POS-9ff17035-1,85.9,65.9,112,0.895,2.1
CVD-0012049,Clc1cccc(CC(=O)Nc2cncc3ncccc23)c1,001,MIC-UNK-08cd9c58-1,67.1,56.6,79.6,1.15,2.1
CVD-0012047,CC1CCNC(=O)C1NC(=O)Cc1cccc(Cl)c1,001,MAT-POS-0bc33984-1,43.7,39.7,48.1,1.17,2.1
CVD-0012038,Cn1cncc1NC(=O)Cc1cccc(Cl)c1,001,PET-UNK-8df914d1-4,93.9,82.1,107,1.34,2.1
CVD-0012036,Clc1cccc(CC(=O)Nc2cnc3ccccn23)c1,001,PET-UNK-8df914d1-2,8.03,7.15,9.02,1.31,1.1
CVD-0011943,Clc1cccc(c1)N(CCC1CCCCC1)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-c314995a-1,0.261,0.246,0.276,1.03,2.1
CVD-0011634,Clc1cccc(CC(=O)Nc2cncc3CCCOc23)c1,001,EDJ-MED-976da9a6-1,14.0,12.1,16.3,1.31,1.1
CVD-0011634,Clc1cccc(CC(=O)Nc2cncc3CCCOc23)c1,001,EDJ-MED-976da9a6-1,10.1,8.45,12.0,1.27,1.1
CVD-0011630,Clc1cccc(c1)C1CCN(C1=O)c1cncc2ccccc12,001,PET-UNK-c9c1e0d8-4,1.27,1.22,1.32,1.04,1.1
CVD-0011629,Clc1cccc(c1)C1CCCN(C1=O)c1cncc2ccccc12,001,PET-UNK-c9c1e0d8-3,1.14,1.09,1.20,1.12,1.1
CVD-0011628,O=C(Cc1cccc(c1)C#C)Nc1cncc2ccccc12,001,PET-UNK-c9c1e0d8-2,9.38,8.04,11.0,1.16,1.1
CVD-0011618,Clc1cc(CC(=O)Nc2cc(=O)[nH]c3ccccc23)cc(OC2CC(=O)N2)c1,001,MAT-POS-3b92565d-6,83.3,74.3,93.4,1.19,2.1
CVD-0011616,COc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,002,MAT-POS-3b92565d-1,1.20,1.12,1.29,0.996,1.1
CVD-0011612,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)S(N)(=O)=O,001,RAL-THA-6b94ceba-13,14.6,13.3,16.1,1.12,1.1
CVD-0011611,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(CNS(C)(=O)=O)c1,001,RAL-THA-6b94ceba-12,16.6,11.9,23.1,1.17,2.3
CVD-0011606,CNC(=O)c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,001,RAL-THA-6b94ceba-7,57.3,53.5,61.2,1.26,2.1
CVD-0011606,CNC(=O)c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,001,RAL-THA-6b94ceba-7,46.3,43.4,49.4,1.57,2.1
CVD-0011604,CC(=O)NCc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,001,RAL-THA-6b94ceba-5,41.3,25.7,66.5,0.973,2.3
CVD-0011601,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ncn[nH]2)c1,001,RAL-THA-6b94ceba-2,37.0,33.6,40.9,1.17,2.1
CVD-0010878,CCCCc1nc(c[nH]1)-c1nccn1Cc1ccoc1,001,MAT-POS-ea426761-53,14.3,6.64,31.0,0.234,2.3
CVD-0010877,CCCCc1nc(c[nH]1)-c1nccn1CCc1ccccn1,001,MAT-POS-ea426761-52,21.7,13.2,35.9,0.407,2.3
CVD-0010874,CCCCc1nc(c[nH]1)-c1nccn1CC(F)(F)F,001,MAT-POS-ea426761-49,23.1,16.9,31.5,0.439,2.1
CVD-0010838,O=c1oc(Nc2ccccc2)nc2ccccc12,001,MAT-POS-ea426761-13,1.57,0.993,2.48,0.739,1.3
CVD-0010834,COc1cccc(c1)C1=N\C(=C\c2sccc2C)C(=O)O1,002,MAT-POS-ea426761-9,1.17,0.775,1.77,0.692,2.3
CVD-0010619,Clc1cccc(CC(=O)Nc2nncc3ccccc23)c1,001,EDJ-MED-50fe53e8-1,21.7,20.0,23.5,1.30,2.1
CVD-0010618,COc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,001,EDJ-MED-00c1612e-1,0.898,0.779,1.03,1.17,1.1
CVD-0010548,Clc1cccc(CC(=O)Nc2cnccc2-c2ccccc2)c1,001,ALP-POS-0c2c77e1-1,40.9,37.9,44.1,1.24,2.1
CVD-0010545,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(OC2CC(=O)N2)c1,001,ALP-POS-3b848b35-2,0.150,0.140,0.161,1.05,2.1
CVD-0010545,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(OC2CC(=O)N2)c1,001,ALP-POS-3b848b35-2,0.274,0.214,0.350,0.796,2.1
CVD-0010542,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,001,LON-WEI-2e27a2e5-1,1.73,1.46,2.05,0.973,1.1
CVD-0010542,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,001,LON-WEI-2e27a2e5-1,3.71,2.59,5.31,0.605,2.1
CVD-0010136,CNc1ccc(cc1)N(C(=O)Cn1nnc2ccccc12)c1cccc(Cl)c1,001,MAT-POS-06036648-5,5.34,2.87,9.93,1.05,1.3
CVD-0009912,COc1cccc(CCN(C(=O)c2cc(=O)[nH]c3ccccc23)c2cccc(Cl)c2)c1,001,ALP-POS-ddb41b15-4,4.07,3.41,4.86,1.15,1.1
CVD-0009911,CN(C)c1cncc(CN(C(=O)c2cc(=O)[nH]c3ccccc23)c2cccc(Cl)c2)c1,001,ALP-POS-ddb41b15-3,57.7,48.8,68.3,2.18,2.3
CVD-0009909,Cc1ccncc1NC(=O)C(C(=O)c1cc(=O)[nH]c2ccccc12)c1cccc(Cl)c1,001,ALP-POS-ddb41b15-1,15.8,15.1,16.5,2.57,1.1
CVD-0009862,Clc1cc(CC(=O)Nn2cnc3ccccc23)cc(OC2CC(=O)N2)c1,001,MAT-POS-c478e61b-1,82.1,76.6,88.0,1.22,2.1
CVD-0009858,COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,001,MAT-POS-c9973a83-1,36.8,34.2,39.5,1.12,2.1
CVD-0009757,COc1c(Cl)cccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,001,ALP-POS-3fc1724e-1,6.39,5.28,7.73,0.839,1.1
CVD-0009703,Cc1noc(C)c1S(=O)(=O)N1CCN(CC1)C(=O)CCl,001,MAR-TRE-6a44bbf2-24,4.06,3.76,4.39,1.41,1.1
CVD-0009672,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(N)(=O)=O)c1,001,WIL-MOD-03b86a88-6,11.3,9.49,13.4,0.975,1.1
CVD-0009671,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(C)(=O)=O)c1,001,WIL-MOD-03b86a88-5,21.8,19.3,24.6,1.14,2.1
CVD-0009670,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2COC2)c1,001,WIL-MOD-03b86a88-4,16.0,14.7,17.3,0.990,1.1
CVD-0009668,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)C1COC1,001,WIL-MOD-03b86a88-2,19.1,4.70,77.5,0.449,2.3
CVD-0008073,CS(=O)(=O)Nc1cccc(c1)C1=NN(C(C1)c1ccccc1)C(=O)CCl,002,TAT-ENA-80bfd3e5-45,5.83,5.21,6.52,1.31,1.1
CVD-0008071,CN(CC(=O)Nc1ccccc1Br)C(=O)CCl,002,TAT-ENA-80bfd3e5-42,5.90,3.79,9.20,1.22,1.3
CVD-0008066,Cc1cc(C(=O)CCl)c(C)n1NC(=O)c1n[nH]c(=O)c2ccccc12,002,TAT-ENA-80bfd3e5-37,6.05,5.33,6.87,1.34,1.1
CVD-0008065,CCN(c1ccccc1)S(=O)(=O)c1ccc(OC)c(NC(=O)CCl)c1,002,TAT-ENA-80bfd3e5-36,3.23,2.86,3.64,1.22,1.1
CVD-0008061,Cc1cc(C(=O)CCl)c(C)n1CC1COc2ccccc2O1,002,TAT-ENA-80bfd3e5-32,2.82,2.54,3.12,1.37,1.1
CVD-0008041,CSC1=C(C#N)C2(CCCCC2)C(C#N)=C(NC(=O)CCl)N1,002,TAT-ENA-80bfd3e5-7,1.75,1.57,1.94,1.33,1.1
CVD-0008041,CSC1=C(C#N)C2(CCCCC2)C(C#N)=C(NC(=O)CCl)N1,002,TAT-ENA-80bfd3e5-7,0.745,0.689,0.806,1.35,1.1
CVD-0008038,Cc1c(C(=O)CCl)c2ccccn2c1C(=O)c1ccc(F)cc1,002,TAT-ENA-80bfd3e5-4,0.719,0.668,0.774,1.37,1.1
CVD-0008035,CN(C)S(=O)(=O)c1cccc(c1)C(=O)Nc1c(nc2sccn12)-c1ccccc1,001,TAT-ENA-80bfd3e5-1,0.975,0.748,1.27,1.53,1.1
CVD-0008032,Cc1ccncc1NC(=O)C1CCOc2ccc(Cl)cc12,001,BRU-CON-c4e3408a-1,7.78,7.31,8.29,1.15,1.1
CVD-0007829,OCc1ccncc1NC(=O)C1CCOc2ccc(Cl)cc12,001,LON-WEI-0a73fcb8-7,13.7,12.9,14.5,1.21,1.1
CVD-0007783,O=C(Nc1nncn1C1CC1)C1CCS(=O)(=O)c2ccccc12,001,NAU-LAT-8502cac5-8,68.9,63.6,74.5,2.32,2.1
CVD-0007756,Clc1cccc(CC(=O)Nc2cncc3ccccc23)c1,001,ADA-UCB-6c2cb422-1,0.732,0.685,0.781,1.03,2.1
CVD-0007756,Clc1cccc(CC(=O)Nc2cncc3ccccc23)c1,001,ADA-UCB-6c2cb422-1,0.732,0.685,0.781,1.03,2.1
CVD-0007756,Clc1cccc(CC(=O)Nc2cncc3ccccc23)c1,001,ADA-UCB-6c2cb422-1,0.721,0.647,0.804,1.14,1.1
CVD-0007597,Clc1cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)cc(OC2CC(=O)N2)c1,001,ERI-UCB-ce40166b-17,1.10,1.01,1.21,1.27,1.1
CVD-0007586,Clc1cc(NC(=O)Cc2cncc3ccccc23)cc(OC2CCC(=O)N2)c1,001,ERI-UCB-ce40166b-6,38.4,32.4,45.4,0.858,2.1
CVD-0007439,CCOC(=O)c1nc(ncc1Cl)S(C)(=O)=O,001,LON-WEI-ff7b210a-5,1.60,1.09,2.35,3.32,1.3
CVD-0007438,CS(=O)(=O)c1ncc(Cl)c(n1)C(=O)Nc1ccccc1Cc1ccccc1,001,LON-WEI-ff7b210a-4,0.540,0.507,0.575,1.65,1.1
CVD-0007438,CS(=O)(=O)c1ncc(Cl)c(n1)C(=O)Nc1ccccc1Cc1ccccc1,001,LON-WEI-ff7b210a-4,0.469,0.333,0.659,1.80,1.1
CVD-0007249,Cc1[nH]ncc1CC(=O)Nc1cccc(Cl)c1,001,MIC-UNK-66895286-3,54.6,50.1,59.5,1.14,2.1
CVD-0007225,CN(C)c1ccc(cc1)N(Cc1ccsc1)C(=O)Cn1nnc2ccccc12,001,ALP-POS-d2866bdf-1,1.79,0.507,6.35,1.93,1.3
CVD-0006806,Fc1cccc(CCNC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(F)(F)F)c2cccnc2)c1,001,LON-WEI-babf2c61-9,20.1,15.7,25.7,1.29,1.1
CVD-0006804,Fc1cccc(CCNC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(F)(F)F)c2cncc(c2)C#N)c1,001,LON-WEI-babf2c61-7,11.1,10.2,12.2,1.33,2.1
CVD-0006803,Cc1cncc(c1)C(N(C(=O)C=C)c1ccc(cc1)C(F)(F)F)C(=O)NCCc1cccc(F)c1,001,LON-WEI-babf2c61-6,24.3,22.2,26.7,1.10,2.1
CVD-0006802,Fc1cccc(CCNC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(F)(F)F)c2cncc(Cl)c2)c1,001,LON-WEI-babf2c61-5,23.9,20.9,27.4,1.10,2.1
CVD-0006800,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cncc(c1)C#N)C(=O)C=C,001,LON-WEI-babf2c61-3,7.48,6.71,8.34,1.06,1.1
CVD-0006799,Cc1cncc(c1)C(N(C(=O)C=C)c1ccc(cc1)C(C)(C)C)C(=O)NCCc1cccc(F)c1,001,LON-WEI-babf2c61-2,11.6,8.76,15.4,0.933,1.1
CVD-0006798,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cncc(Cl)c1)C(=O)C=C,001,LON-WEI-babf2c61-1,11.5,8.86,14.9,0.798,2.1
CVD-0006424,FC(F)(F)c1ccncc1NC(=O)Cc1cccc(Cl)c1,001,SAM-UNK-2684b532-12,> 9.95,"","",1.58,2.3
CVD-0006424,FC(F)(F)c1ccncc1NC(=O)Cc1cccc(Cl)c1,001,SAM-UNK-2684b532-12,18.2,16.3,20.2,1.09,1.1
CVD-0006355,CC(C)(C)NC(=O)C(N(C(=O)c1ccco1)c1ccc(cc1)C(C)(C)C)c1cccnc1,001,ALP-POS-c59291d4-6,3.14,2.29,4.31,1.38,1.1
CVD-0006353,CNc1ccc(cc1)N(Cc1ccsc1)C(=O)Cn1nnc2ccccc12,001,ALP-POS-c59291d4-4,4.33,2.95,6.35,2.00,1.1
CVD-0006352,O=C(Cn1nnc2ccccc12)N(Cc1ccsc1)c1ccc(NC(=O)C2CC2)cc1,001,ALP-POS-c59291d4-3,3.99,2.78,5.74,1.29,1.1
CVD-0006351,CCC(=O)Nc1ccc(cc1)N(Cc1ccsc1)C(=O)Cn1nnc2ccccc12,001,ALP-POS-c59291d4-2,1.63,1.07,2.47,1.37,1.3
CVD-0006350,O=C(Cn1nnc2ccccc12)N(Cc1ccsc1)c1ccc(cc1)-c1ccccc1,001,ALP-POS-c59291d4-1,5.32,3.33,8.50,0.745,1.3
CVD-0006323,CC(C)(C(N)=O)c1ccc(cc1)N(Cc1ccsc1)C(=O)Cn1nnc2ccccc12,001,ALP-POS-c0c213c9-6,3.17,2.92,3.43,1.05,1.1
CVD-0006318,COc1ccc2nnn(CC(=O)N(Cc3ccccn3)c3ccc(cc3)C3CCNCC3)c2c1,001,ALP-POS-c0c213c9-1,38.8,33.9,44.3,1.57,2.1
CVD-0006189,Clc1cccc(CN2CCN(C2=O)c2nccc3[nH]ncc23)c1,001,ALP-POS-91609ae9-3,4.56,2.80,7.43,1.18,1.3
CVD-0006099,COc1ccc(cc1)S(=O)(=O)N1CCN(CC1)C(=O)CCl,001,MAK-UNK-7c9d1431-17,27.5,25.2,30.0,1.55,2.1
CVD-0006091,ClCC(=O)N1CCN(CC1)S(=O)(=O)c1ccccc1,002,MAK-UNK-7c9d1431-9,1.56,1.46,1.66,1.49,1.1
CVD-0005892,Fc1ccc(CNc2ccc3N(CCCc3c2)C(=O)CCl)c(Cl)c1,001,MAT-POS-ee51dedd-3,19.3,16.4,22.7,1.19,1.1
CVD-0005891,ClCC(=O)N1CCN(Cc2cccc(c2)C#N)CC1,001,MAT-POS-ee51dedd-1,19.7,17.3,22.4,1.15,1.1
CVD-0005777,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(OC)c12,001,EDJ-MED-6af13d92-3,2.03,1.81,2.27,0.976,1.1
CVD-0005775,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(C)c12,001,EDJ-MED-6af13d92-1,10.6,8.85,12.7,1.20,1.1
CVD-0005528,Cc1ccncc1NC(=O)CN1C(=O)COc2ccc(Cl)cc12,001,BAR-COM-0f94fc3d-48,59.9,11.5,312,0.900,2.3
CVD-0005388,COc1ccccc1OCC(C)NC(=O)c1cc(=O)[nH]c2ccc(F)cc12,001,MAT-POS-590ac91e-41,16.4,10.8,25.1,0.689,2.3
CVD-0005387,COc1ccccc1OCC(C)NC(=O)c1cc(=O)[nH]c2cc(F)ccc12,001,MAT-POS-590ac91e-40,26.9,20.7,34.9,0.696,2.1
CVD-0005387,COc1ccccc1OCC(C)NC(=O)c1cc(=O)[nH]c2cc(F)ccc12,001,MAT-POS-590ac91e-40,40.5,29.5,55.5,0.755,2.1
CVD-0005334,OCc1ccncc1NC(=O)[C@@H]1COc2ccc(Cl)cc12,001,JAG-UCB-a3ef7265-3,42.0,33.1,53.2,1.02,2.1
CVD-0005334,OCc1ccncc1NC(=O)[C@@H]1COc2ccc(Cl)cc12,001,JAG-UCB-a3ef7265-3,42.7,28.5,64.2,1.40,2.3
CVD-0005329,Clc1ccc2OCCC(C(=O)Nc3nncn3C3CC3)c2c1,001,JAG-UCB-a3ef7265-20,0.696,0.651,0.744,0.997,1.1
CVD-0005329,Clc1ccc2OCCC(C(=O)Nc3nncn3C3CC3)c2c1,001,JAG-UCB-a3ef7265-20,0.513,0.448,0.588,0.900,1.1
CVD-0005300,Cc1cc(NC(=O)Cc2cncnc2)cc(OC2CC(=O)N2)c1,001,RAL-MED-2de63afb-2,34.0,29.7,39.0,1.06,2.1
CVD-0005300,Cc1cc(NC(=O)Cc2cncnc2)cc(OC2CC(=O)N2)c1,001,RAL-MED-2de63afb-2,34.6,23.5,51.0,1.35,2.3
CVD-0005297,Fc1cc(NC(=O)Cc2cncnc2)cc(OC2CC(=O)N2)c1,001,RAL-MED-2de63afb-14,25.3,22.7,28.1,1.10,2.1
CVD-0005297,Fc1cc(NC(=O)Cc2cncnc2)cc(OC2CC(=O)N2)c1,001,RAL-MED-2de63afb-14,24.6,17.4,34.9,1.14,2.3
CVD-0005292,O=C(Cc1cccnc1)Nc1cccc(OC2CC(=O)N2)c1,001,RAL-MED-2de63afb-1,94.4,61.3,145,0.953,2.3
CVD-0005292,O=C(Cc1cccnc1)Nc1cccc(OC2CC(=O)N2)c1,001,RAL-MED-2de63afb-1,82.6,55.7,123,1.15,2.3
CVD-0005287,Cc1nnc(o1)C1Cc2ccccc2CN1C(=O)CCl,001,NAU-LAT-64f4b287-5,53.5,39.2,73.0,1.65,2.3
CVD-0005286,COc1ccc2CC(N(Cc2c1)C(=O)CCl)c1ccccc1,001,NAU-LAT-64f4b287-4,3.74,2.95,4.75,1.55,1.1
CVD-0005273,ClCC(=O)N1CCN(CC1)S(=O)(=O)c1ccsc1,001,MAK-UNK-d4768348-1,1.63,1.47,1.81,1.20,2.1
CVD-0005158,Cc1ccncc1N1CCN(C1=O)c1cccc(Cl)c1,001,JAG-UCB-cedd89ab-1,81.7,70.0,95.4,1.06,2.1
CVD-0005156,Cc1ccncc1N1CCC(C1=O)c1cccc(Cl)c1,001,EDJ-MED-e66f2cc5-1,44.7,29.7,67.3,1.15,2.3
CVD-0005155,Cc1ccncc1NC(=O)Cc1cccc(c1)-c1cn[nH]c1,001,EDJ-MED-e58735b6-4,53.2,47.0,60.1,1.31,2.1
CVD-0005148,Cc1ccncc1N1CCC(c2cccc(Cl)c2)S1(=O)=O,001,EDJ-MED-49816e9b-4,85.0,73.7,98.1,1.29,2.1
CVD-0005145,Cc1ccncc1CC(=O)Nc1cccc(Cl)c1,001,EDJ-MED-49816e9b-1,29.9,27.3,32.6,1.12,2.1
CVD-0005075,CC(=O)N1CCN(CC(=O)Nc2cnccc2C)CC1,001,BEN-DND-93268d01-8,0.638,0.602,0.676,1.07,1.1
CVD-0005073,Cc1ccncc1NC(=O)CCc1cccc(F)c1,001,BEN-DND-93268d01-6,58.5,43.5,78.5,0.790,2.1
CVD-0005052,Fc1ccccc1N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,001,BEN-DND-7e92b6ca-16,24.0,22.0,26.1,1.20,2.1
CVD-0005050,Fc1ccc(cc1)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,001,BEN-DND-7e92b6ca-14,16.5,15.5,17.6,1.15,1.1
CVD-0005049,COc1ccccc1N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,001,BEN-DND-7e92b6ca-13,32.8,30.4,35.3,1.24,2.1
CVD-0005048,COc1cccc(c1)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,001,BEN-DND-7e92b6ca-12,7.55,7.18,7.93,1.06,1.1
CVD-0005047,COc1ccc(cc1)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,001,BEN-DND-7e92b6ca-11,14.7,13.8,15.6,1.14,1.1
CVD-0005046,O=C(N1CCN(Cc2ccccc2)CC1)c1cc(=O)[nH]c2ccccc12,001,BEN-DND-7e92b6ca-10,8.76,7.96,9.64,1.12,1.1
CVD-0005044,ClCC(=O)N1CCCN(CC1)S(=O)(=O)Cc1ccccc1,002,BEN-DND-76ad4ac9-9,8.81,6.94,11.2,1.39,1.1
CVD-0005037,Fc1cccc(c1)S(=O)(=O)N1CCCN(CC1)C(=O)CCl,002,BEN-DND-76ad4ac9-14,17.2,13.6,21.9,1.36,1.1
CVD-0005036,ClCC(=O)N1CCCN(CC1)S(=O)(=O)c1cccs1,002,BEN-DND-76ad4ac9-13,7.24,5.61,9.34,1.37,1.1
CVD-0005035,Fc1cccc(F)c1S(=O)(=O)N1CCCN(CC1)C(=O)CCl,002,BEN-DND-76ad4ac9-12,20.2,17.3,23.6,1.74,1.1
CVD-0005034,Fc1ccccc1S(=O)(=O)N1CCCN(CC1)C(=O)CCl,002,BEN-DND-76ad4ac9-11,15.6,13.8,17.8,1.83,1.1
CVD-0005033,Fc1ccc(F)c(c1)S(=O)(=O)N1CCCN(CC1)C(=O)CCl,002,BEN-DND-76ad4ac9-10,12.1,9.57,15.4,1.42,1.1
CVD-0005029,Oc1cc(Cl)cc(CN2CCN(CC2)C(=O)CCl)c1,001,MAT-POS-2db6411e-2,12.9,11.6,14.4,1.40,1.1
