smiles,broad_id,pert_iname,vendor,catalog_no,vendor_name
CC(C(O)=O)c1ccc(s1)C(=O)c1ccccc1,BRD-A72988804-001-11-1,tiaprofenic-acid,Sigma,MFCD00866089,2-(5-benzoyl-2-thienyl)propanoic acid
OCCN1CCN(CC1)C(=O)Cn1c2cc(Cl)ccc2sc1=O,BRD-K27293958-001-01-5,tiaramide,Sigma,PH010339,"5-chloro-3-{2-[4-(2-hydroxyethyl)-1-piperazinyl]-2-oxoethyl}-1,3-benzothiazol-2(3H)-one"
C[C@@H]1CC2=C(CCC(=O)C2)[C@H]2CC[C@@]3(C)[C@H](CC[C@@]3(O)C#C)C12,BRD-A82522119-001-01-7,tibolone,MicroSource,1502343,TIBOLONE
Cc1ccccc1CN1CC2=C(CCN(Cc3ccccc3)C2=O)N2CCN=C12,BRD-K01115818-001-01-0,TIC10,Selleck,S7963,TIC10
Cc1ccccc1CN1C2=NCCN2C(=O)C2=C1CCN(Cc1ccccc1)C2,BRD-K19939891-001-05-4,TIC10,Selleck,S7127,TIC10
CCCSc1nc(N[C@@H]2C[C@@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@H](O)[C@H]3O)c2n1,BRD-K44974079-001-01-3,ticagrelor,Selleck,S4079,Ticagrelor
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(O)=O)c3ccsc3)C(=O)N2[C@H]1C(O)=O,BRD-K29229654-304-02-0,ticarcillin,Selleck,S3193,Ticarcillin sodium
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(O)=O)c3ccsc3)C(=O)N2[C@H]1C(O)=O,BRD-K29229654-304-03-8,ticarcillin,Selleck,S3193,Ticarcillin sodium
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(O)=O)c3ccsc3)C(=O)N2[C@H]1C(O)=O,BRD-A55051145-304-03-2,ticarcillin,MedChemEx,HY-B1175,Ticarcillin (disodium)
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(O)=O)c3ccsc3)C(=O)N2[C@H]1C(O)=O,BRD-K29229654-304-04-6,ticarcillin,MicroSource,1505678,TICARCILLIN DISODIUM
Clc1ccccc1CN1CCc2sccc2C1,BRD-K00603606-003-24-0,ticlopidine,MicroSource,1505677,TICLOPIDINE HYDROCHLORIDE
Clc1ccccc1CN1CCc2sccc2C1,BRD-K00603606-003-23-2,ticlopidine,Selleck,S1984,Ticlopidine HCl
O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,BRD-K81330143-001-02-2,tideglusib,Selleck,S2823,Tideglusib
O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,BRD-K81330143-001-04-8,tideglusib,Selleck,S2823,Tideglusib
COc1ccc2cc(ccc2c1)-c1nc([nH]c1-c1ccncc1)-c1ccc(cc1)S(C)=O,BRD-A92800748-001-05-5,tie2-kinase-inhibitor,Selleck,S1577,Tie2 kinase inhibitor
OC(=O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,BRD-K34098590-001-02-1,tienilic-acid,Sigma,MFCD00867339,"[2,3-dichloro-4-(2-thienylcarbonyl)phenoxy]acetic acid"
CC1(CC1)NC1=NS(=O)(=O)c2sc(Cl)cc2N1,BRD-K20568871-001-01-1,tifenazoxide,Sigma,SML0553,"6-chloro-N-(1-methylcyclopropyl)-4H-thieno[3,2-e][1,2,4]thiadiazin-3-amine 1,1-dioxide"
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C,BRD-A34462049-001-09-3,tigecycline,Selleck,S1403,Tigecycline
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C,BRD-A34462049-001-14-3,tigecycline,MedChemEx,HY-B0117,Tigecycline
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C,BRD-A34462049-001-13-5,tigecycline,MedChemEx,HY-B0117,Tigecycline
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C,BRD-A34462049-001-15-0,tigecycline,Selleck,S1403,Tigecycline
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C,BRD-A34462049-001-11-9,tigecycline,Sigma,MFCD00935753,"(4S,4aS,5aR,12aS)-9-{[(tert-butylamino)acetyl]amino}-4,7-bis(dimethylamino)-3,10,12,12a-tetrahydroxy-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydro-2-naphthacenecarboxamide"
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C,BRD-A34462049-001-12-7,tigecycline,MedChemEx,HY-B0117,Tigecycline
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C,BRD-A34462049-001-08-5,tigecycline,MicroSource,1502394,TIGECYCLINE
CCNC1(CCCCC1=O)c1cccs1,BRD-A30582499-003-05-1,tiletamine,MicroSource,1503879,TILETAMINE HYDROCHLORIDE
CC[C@@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)\C=C\C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,BRD-K26634012-001-03-1,tilmicosin,MicroSource,1505112,TILMICOSIN
CC[C@@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)\C=C\C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,BRD-K26634012-001-04-9,tilmicosin,Selleck,S4122,Tilmicosin
CCN(CC)CCOc1ccc2-c3ccc(OCCN(CC)CC)cc3C(=O)c2c1,BRD-K34568562-001-04-3,tilorone,MicroSource,2300009,TILORONE
OP(O)(=O)C(Sc1ccc(Cl)cc1)P(O)(O)=O,BRD-K10845183-304-01-6,tiludronate,Enzo,AC3269,TILUDRONATE DISODIUM
CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CSCC1C(O)=O,BRD-A64406146-001-01-2,timofibrate,Enamine,Z398944758,
CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1,BRD-K30421593-050-04-9,timolol,MicroSource,1500578,TIMOLOL MALEATE
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,BRD-K08806317-050-29-1,timolol,Tocris,649,(S)-Timolol maleate
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,BRD-K08806317-051-01-8,timolol,Selleck,S4123,Timolol Maleate
OC(=O)C1CSCN1,BRD-A38592941-001-02-7,timonacic,MicroSource,1503320,TIMONACIC
CCS(=O)(=O)CCn1c(C)ncc1[N+]([O-])=O,BRD-K89125793-001-25-2,tinidazole,Selleck,S4068,Tinidazole
CCS(=O)(=O)CCn1c(C)ncc1[N+]([O-])=O,BRD-K89125793-001-26-0,tinidazole,MicroSource,1502127,TINIDAZOLE
CCS(=O)(=O)CCn1c(C)ncc1[N+]([O-])=O,BRD-K89125793-001-27-8,tinidazole,Selleck,S4068,Tinidazole
Clc1sccc1COC(Cn1ccnc1)c1ccc(Cl)cc1Cl,BRD-A33084557-001-07-4,tioconazole,MicroSource,1505581,TIOCONAZOLE
Clc1sccc1COC(Cn1ccnc1)c1ccc(Cl)cc1Cl,BRD-A33084557-001-06-6,tioconazole,Selleck,S1910,Tioconazole
Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,BRD-K75649340-001-13-1,tioguanine,Prestwick,Prestw-347,Thioguanosine
CC(S)C(=O)NCC(O)=O,BRD-A85295731-001-06-4,tiopronin,MedChemEx,HY-B0373,Tiopronin
CC(S)C(=O)NCC(O)=O,BRD-A85295731-001-05-6,tiopronin,Sigma,MFCD00004861,[(2-sulfanylpropanoyl)amino]acetic acid
CC(S)C(=O)NCC(O)=O,BRD-A85295731-001-02-3,tiopronin,Selleck,S2062,Tiopronin
CC(S)C(=O)NCC(O)=O,BRD-A85295731-001-03-1,tiopronin,MicroSource,1506190,TIOPRONIN
CC(S)C(=O)NCC(O)=O,BRD-A85295731-001-04-9,tiopronin,Selleck,S2062,Tiopronin (Thiola)
CN\C(NCCSCc1csc(N=C(N)N)n1)=N/C#N,BRD-K15071410-001-03-7,tiotidine,Tocris,826,Tiotidine
CN\C(NCCSCc1csc(N=C(N)N)n1)=N/C#N,BRD-K15071410-001-01-1,tiotidine,Tocris,826,Tiotidine
C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)C(O)(c1cccs1)c1cccs1,BRD-K62782754-337-02-5,tiotropium,Selleck,S2547,Tiotropium Bromide hydrate
Oc1ccc2sc(=O)oc2c1,BRD-K41876534-001-13-7,tioxolone,MicroSource,1503094,TIOXOLONE
Oc1ccc2sc(=O)oc2c1,BRD-K41876534-001-12-9,tioxolone,Selleck,S2603,Tioxolone
Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2n(C)c(=O)cc(-c3cccc(Cl)c3)c2c1,BRD-K62965247-001-04-9,tipifarnib,Selleck,S1453,Tipifarnib
Clc1c(CN2CCCC2=N)[nH]c(=O)[nH]c1=O,BRD-K11973162-003-01-8,tipiracil,MedChemEx,HY-A0063,Tipiracil (hydrochloride)
OC(=O)C(=O)c1cn(Cc2ccccc2)c2ccc(cc12)-c1ccc(OC(F)(F)F)cc1,BRD-K30882994-001-02-4,tiplaxtinin,Tocris,5565,Tiplaxtinin
OC(=O)C(=O)c1cn(Cc2ccccc2)c2ccc(cc12)-c1ccc(OC(F)(F)F)cc1,BRD-K30882994-001-01-6,tiplaxtinin,MedChemEx,HY-15253,Tiplaxtinin
CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(cn3)C(F)(F)F)c2)C(=O)O1,BRD-A10039652-001-02-0,tipranavir,MedChemEx,HY-15148,Tipranavir
CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(cn3)C(F)(F)F)c2)C(=O)O1,BRD-A10039652-001-01-2,tipranavir,MedChemEx,HY-15148,Tipranavir
CSc1ccccc1OCC(O)CNC(C)C,BRD-A73566563-001-01-6,tiprenolol,Enamine,Z2301686183,1-(isopropylamino)-3-[2-(methylsulfanyl)phenoxy]-2-propanol
C[N@+]12CCCC[C@@H]1CCC(C2)=C(c1cccs1)c1cccs1,BRD-K77552740-004-01-0,tiquizium,AKSci,R610,
CCOC(=O)Nc1ccc2CCc3ccccc3N(C(=O)CN(C)C)c2c1,BRD-K75250001-001-01-3,tiracizine,ChemDiv,4119-0057,
Nc1n[n+]([O-])c2ccccc2[n+]1[O-],BRD-K92968657-001-02-4,tirapazamine,Adooq,A12754,"4-hydroxy-3-imino-3,4-dihydrobenzo[e][1,2,4]triazine 1-oxide"
Nc1n[n+]([O-])c2ccccc2[n+]1[O-],BRD-K92968657-001-01-6,tirapazamine,MedChemEx,HY-13767,Tirapazamine
CCC(CC)n1c2nc(cnc2[nH]c1=O)C#C,BRD-K51087630-001-01-6,tirasemtiv,MedChemEx,HY-15964,Tirasemtiv
OC(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,BRD-K61236135-001-08-2,tiratricol,Selleck,s4185,Tiratricol
OC(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,BRD-K61236135-001-09-0,tiratricol,MicroSource,1506047,TIRATRICOL
CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(O)=O,BRD-K37872686-003-01-9,tirofiban,Enzo,AC3271,TIROFIBAN HYDROCHLORIDE
Cl[Ti](Cl)(C1C=CC=C1)C1C=CC=C1,BRD-K60284353-001-01-3,titanocene-dichloride,Oakwood,99333,"dichloro[di(2,4-cyclopentadien-1-yl)]titanium"
O=C1NC(=O)[C@H]([C@@H]1c1c[nH]c2ccccc12)c1cn2CCCc3cccc1c23,BRD-K33379087-001-07-5,tivantinib,MedChemEx,HY-50686,Tivantinib
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,BRD-K53414658-001-08-2,tivozanib,Selleck,S1207,Tivozanib (AV-951)
Clc1ccc2nsnc2c1NC1=NCCN1,BRD-K06335600-003-20-7,tizanidine,Tocris,3609,Tizanidine hydrochloride
Clc1ccc2nsnc2c1NC1=NCCN1,BRD-K06335600-003-22-3,tizanidine,Tocris,3609,Tizanidine hydrochloride
Clc1ccc2nsnc2c1NC1=NCCN1,BRD-K06335600-003-19-9,tizanidine,Selleck,S1437,Tizanidine HCl
Cc1ccc(CCCO)c(NCc2ccc3nc(NCCCN4CCOCC4)n(Cc4nc(C)ccc4O)c3c2)c1,BRD-K66097663-001-01-8,TMC-353121,MedChemEx,HY-11097,TMC353121
COc1ccc2-c3c(C4CCCCC4)c4ccc5cc4n3CC(=Cc2c1)C(=O)N(C)CCOCCN(C)S(=O)(=O)NC5=O,BRD-K49659468-436-01-2,TMC647055,MedChemEx,HY-15591A,TMC647055 (Choline salt)
Fc1cccc(Cl)c1C(=O)NC(=O)NC1c2ccccc2-c2ccccc12,BRD-K24527118-001-01-6,TMN-355,Tocris,4152,TMN 355
CCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,BRD-K49119234-003-02-6,TMPH,Tocris,2438,TMPH hydrochloride
CCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1,BRD-K49119234-003-03-4,TMPH,Tocris,2438,TMPH hydrochloride
COc1ccc(\C=C\c2cc(OC)cc(OC)c2)c(OC)c1,BRD-K96233303-001-02-7,TMS,Tocris,1509,TMS
COc1ccc(\C=C\c2cc(OC)cc(OC)c2)c(OC)c1,BRD-K96233303-001-01-9,TMS,Tocris,1509,TMS
CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)NC(=O)CCl,BRD-K53597484-001-02-7,TNP-470,Sigma,MFCD00870281,"(3R,4S,5S,6R)-5-methoxy-4-[(2R,3R)-2-methyl-3-(3-methyl-2-butenyl)-2-oxiranyl]-1-oxaspiro[2.5]oct-6-yl chloroacetylcarbamate"
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,BRD-K05619559-001-10-1,tobramycin,MicroSource,1500579,TOBRAMYCIN
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,BRD-K05619559-001-12-7,tobramycin,Selleck,S2514,Tobramycin
CC(N)C(=O)Nc1c(C)cccc1C,BRD-A92670106-003-05-4,tocainide,MicroSource,1506048,TOCAINIDE HYDROCHLORIDE
Cc1[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NCCN1CCCC1,BRD-K62040061-001-01-0,toceranib,MedChemEx,HY-10330,Toceranib
Cc1[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NCCN1CCCC1,BRD-K62040061-011-02-7,toceranib,MedChemEx,HY-10330A,Toceranib (phosphate)
Cc1[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NCCN1CCCC1,BRD-K62040061-011-01-9,toceranib,MedChemEx,HY-10330A,Toceranib (phosphate)
CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2c(C)c(OC(=O)CCC(=O)OCCO)c(C)c(C)c2O1,BRD-A39830855-001-01-6,tocofersolan,MedChemEx,HY-B0717,Tocofersolan
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(OC(=O)CCC(=O)OCCO)c(C)c(C)c2O1,BRD-K57305459-001-01-4,tocofersolan,MedChemEx,HY-B0717,Tocofersolan
CCOC(=O)NNc1nncc2ccccc12,BRD-K68553471-003-12-3,todralazine,MicroSource,1501174,TODRALAZINE HYDROCHLORIDE
C[C@@H]1CCN(C[C@@H]1N(C)c1ncnc2[nH]ccc12)C(=O)CC#N,BRD-K31283835-001-08-4,tofacitinib,Selleck,S2789,"Tofacitinib (CP-690550,Tasocitinib)"
C[C@@H]1CCN(C[C@@H]1N(C)c1ncnc2[nH]ccc12)C(=O)CC#N,BRD-K31283835-048-04-4,tofacitinib,Selleck,S5001,Tofacitinib (CP-690550) Citrate
C[C@@H]1CCN(C[C@@H]1N(C)c1ncnc2[nH]ccc12)C(=O)CC#N,BRD-K31283835-048-03-6,tofacitinib,Tocris,4556,CP 690550 citrate
CCC1=C(C)NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc12,BRD-K94830213-001-01-3,tofisopam,Sigma,MFCD00823171,"1-(3,4-dimethoxyphenyl)-5-ethyl-7,8-dimethoxy-4-methyl-5H-2,3-benzodiazepine d_1_"
CCc1ccc(Cc2ccc3CO[C@]4(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c2)cc1,BRD-K96344439-002-02-7,tofogliflozin,MedChemEx,HY-13413,Tofogliflozin (hydrate)
CCc1ccc(Cc2ccc3CO[C@]4(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c2)cc1,BRD-K96344439-002-01-9,tofogliflozin,MedChemEx,HY-13413,Tofogliflozin (hydrate)
Cc1ccccc1OCC(O)CNCCOc1ccc(cc1)C(N)=O,BRD-A60498477-001-01-2,tolamolol,Sigma,MFCD00864712,4-(2-{[2-hydroxy-3-(2-methylphenoxy)propyl]amino}ethoxy)benzamide
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,BRD-K32164935-001-29-0,tolazamide,Selleck,S4356,Tolazamide
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,BRD-K32164935-001-31-6,tolazamide,Selleck,S4356,tolazamide
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,BRD-K32164935-001-30-8,tolazamide,MicroSource,1501201,TOLAZAMIDE
C(C1=NCCN1)c1ccccc1,BRD-K46211610-003-26-7,tolazoline,MicroSource,1500580,TOLAZOLINE HYDROCHLORIDE
C(C1=NCCN1)c1ccccc1,BRD-K46211610-003-25-9,tolazoline,Selleck,S4124,Tolazoline HCl
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,BRD-K85119730-001-28-9,tolbutamide,MicroSource,1500581,TOLBUTAMIDE
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,BRD-K85119730-001-27-1,tolbutamide,Selleck,S2443,Tolbutamide
Cc1ccc(cc1)C(=O)c1cc(O)c(O)c(c1)[N+]([O-])=O,BRD-K10852020-001-04-5,tolcapone,Selleck,S4021,Tolcapone
Cc1ccc(cc1)C(=O)c1cc(O)c(O)c(c1)[N+]([O-])=O,BRD-K10852020-001-05-2,tolcapone,Selleck,S4021,Tolcapone
Cc1c(Cl)cccc1Nc1ccccc1C(O)=O,BRD-K50133271-001-18-7,tolfenamic-acid,MicroSource,1501198,TOLFENAMIC ACID
Cc1c(Cl)cccc1Nc1ccccc1C(O)=O,BRD-K50133271-001-17-9,tolfenamic-acid,Selleck,S1959,Tolfenamic Acid
Cc1cccc(Oc2cnc(=O)[nH]c2)c1,BRD-K41772907-001-01-2,tolimidone,Axon,1941,
Cc1cccc(Oc2cnc(=O)[nH]c2)c1,BRD-K41772907-001-02-0,tolimidone,Tocris,4582,MLR 1023
Cc1ccc(cc1)C(=O)c1ccc(CC(O)=O)n1C,BRD-K82562631-325-04-7,tolmetin,Selleck,S4360,Tolmetin Sodium
Cc1ccc(cc1)C(=O)c1ccc(CC(O)=O)n1C,BRD-K82562631-236-04-6,tolmetin,MicroSource,1500582,TOLMETIN SODIUM
CN(C(=S)Oc1ccc2ccccc2c1)c1cccc(C)c1,BRD-K44273375-001-25-0,tolnaftate,MicroSource,1500583,TOLNAFTATE
CN(C(=S)Oc1ccc2ccccc2c1)c1cccc(C)c1,BRD-K44273375-001-24-3,tolnaftate,Selleck,S2058,Tolnaftate
Cc1ccc(NC2=NCCN2)c(Cl)c1,BRD-K82687598-001-01-6,tolonidine,Enamine,Z2412196366,"N-(2-chloro-4-methylphenyl)-4,5-dihydro-1H-imidazol-2-amine"
CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,BRD-K94882685-003-09-2,tolonium,MicroSource,1506191,TOLONIUM CHLORIDE
Cc1cccc(c1)N1CC(CO)OC1=O,BRD-A67182178-001-01-7,toloxatone,Sigma,MFCD00865391,"5-(hydroxymethyl)-3-(3-methylphenyl)-1,3-oxazolidin-2-one"
CC(CN1CCCCC1)C(=O)c1ccc(C)cc1,BRD-A27732521-003-08-3,tolperisone,MicroSource,1501194,TOLPERISONE HYDROCHLORIDE
CC(CN1CCCCC1)C(=O)c1ccc(C)cc1,BRD-A27732521-003-07-5,tolperisone,Selleck,S4200,Tolperisone HCl
COc1ccc2c(cccc2c1C(F)(F)F)C(=S)N(C)CC(O)=O,BRD-K85693895-001-01-1,tolrestat,MedChemEx,HY-16500,Tolrestat
COc1ccc2c(cccc2c1C(F)(F)F)C(=S)N(C)CC(O)=O,BRD-K85693895-001-02-9,tolrestat,MedChemEx,HY-16500,Tolrestat
COc1ccc2c(cccc2c1C(F)(F)F)C(=S)N(C)CC(O)=O,BRD-K85693895-001-03-7,tolrestat,MedChemEx,HY-16500,Tolrestat
CC(C)N(CC[C@H](c1ccccc1)c1cc(C)ccc1O)C(C)C,BRD-K54316499-046-06-0,tolterodine,Tocris,3761,Tolterodine L-tartrate
CC(C)N(CC[C@H](c1ccccc1)c1cc(C)ccc1O)C(C)C,BRD-K54316499-046-05-2,tolterodine,Selleck,S2550,Tolterodine tartrate (Detrol LA)
CC(C)N(CC[C@H](c1ccccc1)c1cc(C)ccc1O)C(C)C,BRD-K54316499-046-04-5,tolterodine,Selleck,S2550,Tolterodine tartrate
Cc1cc(ccc1Oc1ccc(SC(F)(F)F)cc1)-n1c(=O)[nH]c(=O)n(C)c1=O,BRD-K64514229-001-05-2,toltrazuril,MicroSource,1505681,TOLTRAZURIL
Cc1cc(ccc1Oc1ccc(SC(F)(F)F)cc1)-n1c(=O)[nH]c(=O)n(C)c1=O,BRD-K64514229-001-04-5,toltrazuril,Selleck,S4044,Toltrazuril
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc23)c(C)c1,BRD-A82035391-001-03-5,tolvaptan,Tocris,5181,Tolvaptan
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc23)c(C)c1,BRD-A82035391-001-02-7,tolvaptan,Selleck,S2593,Tolvaptan
CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,BRD-K74765201-001-16-7,tomelukast,Enzo,RA101,LY-171883
CC(=O)c1ccc2OC(C)(C)[C@@H](O)[C@@H](NC(=O)c3ccc(F)c(Cl)c3)c2c1,BRD-K36970462-001-01-6,tonabersat,MedChemEx,HY-15204,Tonabersat
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,BRD-K29653726-001-16-7,topiramate,Tocris,3620,Topiramate
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,BRD-K29653726-001-14-2,topiramate,Tocris,3620,Topiramate
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,BRD-K29653726-001-15-9,topiramate,MicroSource,1505801,TOPIRAMATE
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,BRD-K29653726-001-13-4,topiramate,Selleck,S1438,Topiramate
N#Cc1cc(ccn1)-c1n[nH]c(n1)-c1ccncc1,BRD-K77561571-001-01-1,topiroxostat,MedChemEx,HY-14874,Topiroxostat
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)c(CN(C)C)c4cc3Cn1c2=O,BRD-K55696337-003-22-8,topotecan,Selleck,S1231,Topotecan HCl
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)c(CN(C)C)c4cc3Cn1c2=O,BRD-K55696337-003-25-1,topotecan,MedChemEx,HY-13768A,Topotecan (Hydrochloride)
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)c(CN(C)C)c4cc3Cn1c2=O,BRD-K55696337-003-21-0,topotecan,MicroSource,1505820,TOPOTECAN HYDROCHLORIDE
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)c(CN(C)C)c4cc3Cn1c2=O,BRD-K55696337-003-23-6,topotecan,Key,KS-1410,"(4S)-10-[(dimethylamino)methyl]-4-ethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione hydrochloride"
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)c(CN(C)C)c4cc3Cn1c2=O,BRD-K55696337-003-24-4,topotecan,MedChemEx,HY-13768A,Topotecan (Hydrochloride)
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)c(CN(C)C)c4cc3Cn1c2=O,BRD-K55696337-003-20-2,topotecan,Selleck,S1231,Topotecan HCl
CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(C)c1,BRD-K30480208-001-18-5,torasemide,MicroSource,1505211,TORSEMIDE
CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(C)c1,BRD-K30480208-001-17-7,torasemide,Selleck,S1698,Torsemide
CCOC(=O)N1[C@H](CC)C[C@H](N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)C(=O)OC)c2cc(ccc12)C(F)(F)F,BRD-K55675242-001-02-2,torcetrapib,Tocris,4184,Torcetrapib
CCOC(=O)N1[C@H](CC)C[C@H](N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)C(=O)OC)c2cc(ccc12)C(F)(F)F,BRD-K55675242-001-03-0,torcetrapib,Selleck,S2792,Torcetrapib
Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,BRD-K91822704-003-07-2,torcitabine,MedChemEx,HY-17564,2'-Deoxycytidine (hydrochloride)
