Molecule Name,CDD Number,SMILES,Canonical PostEra ID,stereochem comments,Covalent Warhead,shipment_SMILES,suspected_SMILES,why_suspected_SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Run Date,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Lower) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Upper) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Hill slope,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Curve class
CVD-0012047,CDD-2563822,CC1CCNC(=O)C1NC(=O)Cc1cccc(Cl)c1,MAT-POS-0bc33984-1,Racemic or presumed racemic or meso,False,CC1CCNC(=O)C1NC(=O)CC=2C=CC=C(Cl)C2,CC1CCNC(=O)C1NC(=O)Cc1cccc(Cl)c1,shipment_SMILES,2020-09-08,43.7,39.7,48.1,1.17,2.1
CVD-0012038,CDD-2563821,Cn1cncc1NC(=O)Cc1cccc(Cl)c1,PET-UNK-8df914d1-4,Achiral,False,CN1C=NC=C1NC(=O)CC=2C=CC=C(Cl)C2,Cn1cncc1NC(=O)Cc1cccc(Cl)c1,shipment_SMILES,2020-08-25,93.9,82.1,107,1.34,2.1
CVD-0012036,CDD-2563820,Clc1cccc(CC(=O)Nc2cnc3ccccn23)c1,PET-UNK-8df914d1-2,Achiral,False,ClC=1C=CC=C(CC(=O)NC2=CN=C3C=CC=CN23)C1,O=C(Cc1cccc(Cl)c1)Nc1cnc2ccccn12,shipment_SMILES,2020-08-25,8.03,7.15,9.02,1.31,1.1
CVD-0011943,CDD-2563676,Clc1cccc(c1)N(CCC1CCCCC1)C(=O)Nc1cncc2ccccc12,EDJ-MED-c314995a-1,"",False,ClC=1C=CC=C(C1)N(CCC2CCCCC2)C(=O)NC=3C=NC=C4C=CC=CC34,O=C(Nc1cncc2ccccc12)N(CCC1CCCCC1)c1cccc(Cl)c1,shipment_SMILES,2020-10-04,0.261,0.246,0.276,1.03,2.1
CVD-0011634,CDD-2563819,Clc1cccc(CC(=O)Nc2cncc3CCCOc23)c1,EDJ-MED-976da9a6-1,Achiral,False,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3CCCOC23)C1,O=C(Cc1cccc(Cl)c1)Nc1cncc2c1OCCC2,shipment_SMILES,2021-01-04,14.0,12.1,16.3,1.31,1.1
CVD-0011634,CDD-2563819,Clc1cccc(CC(=O)Nc2cncc3CCCOc23)c1,EDJ-MED-976da9a6-1,Achiral,False,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3CCCOC23)C1,O=C(Cc1cccc(Cl)c1)Nc1cncc2c1OCCC2,shipment_SMILES,2020-11-08,10.1,8.45,12.0,1.27,1.1
CVD-0011630,CDD-2563635,Clc1cccc(c1)C1CCN(C1=O)c1cncc2ccccc12,PET-UNK-c9c1e0d8-4,Racemic or presumed racemic or meso,False,ClC=1C=CC=C(C1)C2CCN(C2=O)C=3C=NC=C4C=CC=CC34,O=C1C(c2cccc(Cl)c2)CCN1c1cncc2ccccc12,shipment_SMILES,2020-10-11,1.27,1.22,1.32,1.04,1.1
CVD-0011629,CDD-2563634,Clc1cccc(c1)C1CCCN(C1=O)c1cncc2ccccc12,PET-UNK-c9c1e0d8-3,Racemic or presumed racemic or meso,False,ClC=1C=CC=C(C1)C2CCCN(C2=O)C=3C=NC=C4C=CC=CC34,O=C1C(c2cccc(Cl)c2)CCCN1c1cncc2ccccc12,shipment_SMILES,2020-12-14,1.14,1.09,1.20,1.12,1.1
CVD-0011628,"",O=C(Cc1cccc(c1)C#C)Nc1cncc2ccccc12,PET-UNK-c9c1e0d8-2,Achiral,False,O=C(CC=1C=CC=C(C#C)C1)NC=2C=NC=C3C=CC=CC23,C#Cc1cccc(CC(=O)Nc2cncc3ccccc23)c1,shipment_SMILES,2020-08-25,9.38,8.04,11.0,1.16,1.1
CVD-0011618,"",Clc1cc(CC(=O)Nc2cc(=O)[nH]c3ccccc23)cc(OC2CC(=O)N2)c1,MAT-POS-3b92565d-6,Racemic or presumed racemic or meso,False,ClC=1C=C(CC(=O)NC2=CC(=O)NC=3C=CC=CC23)C=C(OC4CC(=O)N4)C1,O=C(Cc1cc(Cl)cc(OC2CC(=O)N2)c1)Nc1cc(=O)[nH]c2ccccc12,shipment_SMILES,2020-09-08,83.3,74.3,93.4,1.19,2.1
CVD-0011616,CDD-2563675,COc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,MAT-POS-3b92565d-1,"",False,"","","",2020-09-30,1.20,1.12,1.29,0.996,1.1
CVD-0011612,"",Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)S(N)(=O)=O,RAL-THA-6b94ceba-13,Achiral,False,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(C2)S(=O)(=O)N,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(S(N)(=O)=O)c1,shipment_SMILES,2020-09-30,14.6,13.3,16.1,1.12,1.1
CVD-0011611,"",Cc1ccncc1NC(=O)Cc1cc(Cl)cc(CNS(C)(=O)=O)c1,RAL-THA-6b94ceba-12,"",False,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(CNS(=O)(=O)C)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(CNS(C)(=O)=O)c1,shipment_SMILES,2020-10-04,16.6,11.9,23.1,1.17,2.3
CVD-0011606,"",CNC(=O)c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,RAL-THA-6b94ceba-7,Achiral,False,CNC(=O)C=1C=C(Cl)C=C(CC(=O)NC=2C=NC=CC2C)C1,CNC(=O)c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,shipment_SMILES,2021-01-04,57.3,53.5,61.2,1.26,2.1
CVD-0011606,"",CNC(=O)c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,RAL-THA-6b94ceba-7,Achiral,False,CNC(=O)C=1C=C(Cl)C=C(CC(=O)NC=2C=NC=CC2C)C1,CNC(=O)c1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,shipment_SMILES,2020-10-25,46.3,43.4,49.4,1.57,2.1
CVD-0011604,"",CC(=O)NCc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,RAL-THA-6b94ceba-5,"",False,CC(=O)NCC=1C=C(Cl)C=C(CC(=O)NC=2C=NC=CC2C)C1,CC(=O)NCc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,shipment_SMILES,2020-10-04,41.3,25.7,66.5,0.973,2.3
CVD-0011601,"",Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ncn[nH]2)c1,RAL-THA-6b94ceba-2,Achiral,False,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(OCC3=NC=NN3)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ncn[nH]2)c1,shipment_SMILES,2020-11-01,37.0,33.6,40.9,1.17,2.1
CVD-0010878,"",CCCCc1nc(c[nH]1)-c1nccn1Cc1ccoc1,MAT-POS-ea426761-53,Achiral,False,CCCCC1=NC(=CN1)C2=NC=CN2CC=3C=COC3,CCCCc1nc(-c2nccn2Cc2ccoc2)c[nH]1,shipment_SMILES,2020-10-25,14.3,6.64,31.0,0.234,2.3
CVD-0010877,"",CCCCc1nc(c[nH]1)-c1nccn1CCc1ccccn1,MAT-POS-ea426761-52,Achiral,False,CCCCC1=NC(=CN1)C2=NC=CN2CCC=3C=CC=CN3,CCCCc1nc(-c2nccn2CCc2ccccn2)c[nH]1,shipment_SMILES,2020-10-25,21.7,13.2,35.9,0.407,2.3
CVD-0010874,CDD-2315236,CCCCc1nc(c[nH]1)-c1nccn1CC(F)(F)F,MAT-POS-ea426761-49,Achiral,False,CCCCC1=NC(=CN1)C2=NC=CN2CC(F)(F)F,CCCCc1nc(-c2nccn2CC(F)(F)F)c[nH]1,shipment_SMILES,2020-10-25,23.1,16.9,31.5,0.439,2.1
CVD-0010838,CDD-2336010,O=c1oc(Nc2ccccc2)nc2ccccc12,MAT-POS-ea426761-13,Achiral,False,O=C1OC(NC=2C=CC=CC2)=NC=3C=CC=CC13,O=c1oc(Nc2ccccc2)nc2ccccc12,shipment_SMILES,2020-11-30,1.57,0.993,2.48,0.739,1.3
CVD-0010834,"",COc1cccc(c1)C1=N\C(=C\c2sccc2C)C(=O)O1,MAT-POS-ea426761-9,"",False,"","","",2020-09-30,1.17,0.775,1.77,0.692,2.3
CVD-0010619,CDD-2563815,Clc1cccc(CC(=O)Nc2nncc3ccccc23)c1,EDJ-MED-50fe53e8-1,Achiral,False,ClC=1C=CC=C(CC(=O)NC=2N=NC=C3C=CC=CC23)C1,O=C(Cc1cccc(Cl)c1)Nc1nncc2ccccc12,shipment_SMILES,2020-09-08,21.7,20.0,23.5,1.30,2.1
CVD-0010618,CDD-2563674,COc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,EDJ-MED-00c1612e-1,Achiral,False,COC=1C=CC=2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C2C1,COc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,shipment_SMILES,2020-09-24,0.898,0.779,1.03,1.17,1.1
CVD-0010548,CDD-2563814,Clc1cccc(CC(=O)Nc2cnccc2-c2ccccc2)c1,ALP-POS-0c2c77e1-1,Achiral,False,ClC=1C=CC=C(CC(=O)NC=2C=NC=CC2C=3C=CC=CC3)C1,O=C(Cc1cccc(Cl)c1)Nc1cnccc1-c1ccccc1,shipment_SMILES,2020-09-08,40.9,37.9,44.1,1.24,2.1
CVD-0010545,CDD-2563673,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(OC2CC(=O)N2)c1,ALP-POS-3b848b35-2,Racemic or presumed racemic or meso,False,ClC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=C(OC4CC(=O)N4)C1,O=C(Cc1cc(Cl)cc(OC2CC(=O)N2)c1)Nc1cncc2ccccc12,shipment_SMILES,2021-01-04,0.150,0.140,0.161,1.05,2.1
CVD-0010545,CDD-2563673,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(OC2CC(=O)N2)c1,ALP-POS-3b848b35-2,Racemic or presumed racemic or meso,False,ClC=1C=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C=C(OC4CC(=O)N4)C1,O=C(Cc1cc(Cl)cc(OC2CC(=O)N2)c1)Nc1cncc2ccccc12,shipment_SMILES,2020-09-16,0.274,0.214,0.350,0.796,2.1
CVD-0010542,CDD-2563672,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,LON-WEI-2e27a2e5-1,Racemic or presumed racemic or meso,False,CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C4=CC=CO4,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,shipment_SMILES,2020-08-31,1.73,1.46,2.05,0.973,1.1
CVD-0010542,CDD-2563672,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,LON-WEI-2e27a2e5-1,Racemic or presumed racemic or meso,False,CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=CC=NC3)C(=O)C4=CC=CO4,CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,shipment_SMILES,2020-08-17,3.71,2.59,5.31,0.605,2.1
CVD-0010136,"",CNc1ccc(cc1)N(C(=O)Cn1nnc2ccccc12)c1cccc(Cl)c1,MAT-POS-06036648-5,Achiral,False,CNC=1C=CC(=CC1)N(C(=O)CN2N=NC=3C=CC=CC23)C=4C=CC=C(Cl)C4,CNc1ccc(N(C(=O)Cn2nnc3ccccc32)c2cccc(Cl)c2)cc1,shipment_SMILES,2020-11-08,5.34,2.87,9.93,1.05,1.3
CVD-0009912,CDD-2563671,COc1cccc(CCN(C(=O)c2cc(=O)[nH]c3ccccc23)c2cccc(Cl)c2)c1,ALP-POS-ddb41b15-4,Achiral,False,COC=1C=CC=C(CCN(C(=O)C2=CC(=O)NC=3C=CC=CC23)C=4C=CC=C(Cl)C4)C1,COc1cccc(CCN(C(=O)c2cc(=O)[nH]c3ccccc23)c2cccc(Cl)c2)c1,shipment_SMILES,2020-08-17,4.07,3.41,4.86,1.15,1.1
CVD-0009911,"",CN(C)c1cncc(CN(C(=O)c2cc(=O)[nH]c3ccccc23)c2cccc(Cl)c2)c1,ALP-POS-ddb41b15-3,Achiral,False,CN(C)C=1C=NC=C(CN(C(=O)C2=CC(=O)NC=3C=CC=CC23)C=4C=CC=C(Cl)C4)C1,CN(C)c1cncc(CN(C(=O)c2cc(=O)[nH]c3ccccc23)c2cccc(Cl)c2)c1,shipment_SMILES,2020-11-22,57.7,48.8,68.3,2.18,2.3
CVD-0009909,"",Cc1ccncc1NC(=O)C(C(=O)c1cc(=O)[nH]c2ccccc12)c1cccc(Cl)c1,ALP-POS-ddb41b15-1,Racemic or presumed racemic or meso,False,CC=1C=CN=CC1NC(=O)C(C(=O)C2=CC(=O)NC=3C=CC=CC23)C=4C=CC=C(Cl)C4,Cc1ccncc1NC(=O)C(C(=O)c1cc(=O)[nH]c2ccccc12)c1cccc(Cl)c1,shipment_SMILES,2020-10-11,15.8,15.1,16.5,2.57,1.1
CVD-0009862,"",Clc1cc(CC(=O)Nn2cnc3ccccc23)cc(OC2CC(=O)N2)c1,MAT-POS-c478e61b-1,Racemic or presumed racemic or meso,False,ClC=1C=C(CC(=O)NN2C=NC=3C=CC=CC23)C=C(OC4CC(=O)N4)C1,O=C1CC(Oc2cc(Cl)cc(CC(=O)Nn3cnc4ccccc43)c2)N1,shipment_SMILES,2020-08-09,82.1,76.6,88.0,1.22,2.1
CVD-0009858,"",COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,MAT-POS-c9973a83-1,Achiral,False,COC=1C=C(Cl)C=C(CC(=O)NC=2C=NC=CC2C)C1,COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,shipment_SMILES,2020-08-09,36.8,34.2,39.5,1.12,2.1
CVD-0009757,"",COc1c(Cl)cccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,ALP-POS-3fc1724e-1,Achiral,False,COC=1C(Cl)=CC=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC=CC23,COc1c(Cl)cccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,shipment_SMILES,2020-08-09,6.39,5.28,7.73,0.839,1.1
CVD-0009703,"",Cc1noc(C)c1S(=O)(=O)N1CCN(CC1)C(=O)CCl,MAR-TRE-6a44bbf2-24,Achiral,False,CC1=NOC(C)=C1S(=O)(=O)N2CCN(CC2)C(=O)CCl,Cc1noc(C)c1S(=O)(=O)N1CCN(C(=O)CCl)CC1,shipment_SMILES,2021-06-09,4.06,3.76,4.39,1.41,1.1
CVD-0009672,"",Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(N)(=O)=O)c1,WIL-MOD-03b86a88-6,Achiral,False,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(NS(=O)(=O)N)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(N)(=O)=O)c1,shipment_SMILES,2020-09-30,11.3,9.49,13.4,0.975,1.1
CVD-0009671,"",Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(C)(=O)=O)c1,WIL-MOD-03b86a88-5,Achiral,False,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(NS(=O)(=O)C)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(C)(=O)=O)c1,shipment_SMILES,2020-09-30,21.8,19.3,24.6,1.14,2.1
CVD-0009670,"",Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2COC2)c1,WIL-MOD-03b86a88-4,Achiral,False,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(OC3COC3)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2COC2)c1,shipment_SMILES,2020-09-24,16.0,14.7,17.3,0.990,1.1
CVD-0009668,"",Cc1ccncc1NC(=O)Cc1cc(Cl)cc(c1)C1COC1,WIL-MOD-03b86a88-2,"",False,CC=1C=CN=CC1NC(=O)CC=2C=C(Cl)C=C(C2)C3COC3,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(C2COC2)c1,shipment_SMILES,2020-10-04,19.1,4.70,77.5,0.449,2.3
CVD-0008073,"",CS(=O)(=O)Nc1cccc(c1)C1=NN(C(C1)c1ccccc1)C(=O)CCl,TAT-ENA-80bfd3e5-45,"",True,"","","",2020-09-30,5.83,5.21,6.52,1.31,1.1
CVD-0008071,"",CN(CC(=O)Nc1ccccc1Br)C(=O)CCl,TAT-ENA-80bfd3e5-42,"",True,"","","",2020-09-30,5.90,3.79,9.20,1.22,1.3
CVD-0008066,"",Cc1cc(C(=O)CCl)c(C)n1NC(=O)c1n[nH]c(=O)c2ccccc12,TAT-ENA-80bfd3e5-37,"",False,"","","",2020-09-30,6.05,5.33,6.87,1.34,1.1
CVD-0008065,"",CCN(c1ccccc1)S(=O)(=O)c1ccc(OC)c(NC(=O)CCl)c1,TAT-ENA-80bfd3e5-36,"",True,"","","",2020-09-30,3.23,2.86,3.64,1.22,1.1
CVD-0008061,CDD-217747,Cc1cc(C(=O)CCl)c(C)n1CC1COc2ccccc2O1,TAT-ENA-80bfd3e5-32,"",False,"","","",2020-09-30,2.82,2.54,3.12,1.37,1.1
CVD-0008041,CDD-2584907,CSC1=C(C#N)C2(CCCCC2)C(C#N)=C(NC(=O)CCl)N1,TAT-ENA-80bfd3e5-7,"",True,"","","",2021-01-04,1.75,1.57,1.94,1.33,1.1
CVD-0008041,CDD-2584907,CSC1=C(C#N)C2(CCCCC2)C(C#N)=C(NC(=O)CCl)N1,TAT-ENA-80bfd3e5-7,"",True,"","","",2020-09-30,0.745,0.689,0.806,1.35,1.1
CVD-0008038,CDD-2563653,Cc1c(C(=O)CCl)c2ccccn2c1C(=O)c1ccc(F)cc1,TAT-ENA-80bfd3e5-4,"",False,"","","",2020-09-30,0.719,0.668,0.774,1.37,1.1
CVD-0008035,CDD-2563655,CN(C)S(=O)(=O)c1cccc(c1)C(=O)Nc1c(nc2sccn12)-c1ccccc1,TAT-ENA-80bfd3e5-1,Achiral,False,CN(C)S(=O)(=O)C=1C=CC=C(C1)C(=O)NC2=C(N=C3SC=CN23)C=4C=CC=CC4,CN(C)S(=O)(=O)c1cccc(C(=O)Nc2c(-c3ccccc3)nc3sccn23)c1,shipment_SMILES,2020-08-25,0.975,0.748,1.27,1.53,1.1
CVD-0008032,CDD-2385620,Cc1ccncc1NC(=O)C1CCOc2ccc(Cl)cc12,BRU-CON-c4e3408a-1,Racemic or presumed racemic or meso,False,CC=1C=CN=CC1NC(=O)C2CCOC=3C=CC(Cl)=CC23,Cc1ccncc1NC(=O)C1CCOc2ccc(Cl)cc21,shipment_SMILES,2021-02-02,7.78,7.31,8.29,1.15,1.1
CVD-0007829,"",OCc1ccncc1NC(=O)C1CCOc2ccc(Cl)cc12,LON-WEI-0a73fcb8-7,Racemic or presumed racemic or meso,False,OCC=1C=CN=CC1NC(=O)C2CCOC=3C=CC(Cl)=CC23,O=C(Nc1cnccc1CO)C1CCOc2ccc(Cl)cc21,shipment_SMILES,2020-07-19,13.7,12.9,14.5,1.21,1.1
CVD-0007783,"",O=C(Nc1nncn1C1CC1)C1CCS(=O)(=O)c2ccccc12,NAU-LAT-8502cac5-8,Racemic or presumed racemic or meso,False,O=C(NC1=NN=CN1C2CC2)C3CCS(=O)(=O)C=4C=CC=CC34,O=C(Nc1nncn1C1CC1)C1CCS(=O)(=O)c2ccccc21,shipment_SMILES,2020-08-09,68.9,63.6,74.5,2.32,2.1
CVD-0007756,CDD-2563669,Clc1cccc(CC(=O)Nc2cncc3ccccc23)c1,ADA-UCB-6c2cb422-1,Achiral,False,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,O=C(Cc1cccc(Cl)c1)Nc1cncc2ccccc12,shipment_SMILES,2021-01-21,0.732,0.685,0.781,1.03,2.1
CVD-0007756,CDD-2563669,Clc1cccc(CC(=O)Nc2cncc3ccccc23)c1,ADA-UCB-6c2cb422-1,Achiral,False,ClC=1C=CC=C(CC(=O)NC=2C=NC=C3C=CC=CC23)C1,O=C(Cc1cccc(Cl)c1)Nc1cncc2ccccc12,shipment_SMILES,2020-07-19,0.721,0.647,0.804,1.14,1.1
CVD-0007597,CDD-2563668,Clc1cc(OCCNC(=O)c2cc(=O)[nH]c3ccccc23)cc(OC2CC(=O)N2)c1,ERI-UCB-ce40166b-17,Racemic or presumed racemic or meso,False,ClC=1C=C(OCCNC(=O)C2=CC(=O)NC=3C=CC=CC23)C=C(OC4CC(=O)N4)C1,O=C1CC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)N1,shipment_SMILES,2020-09-08,1.10,1.01,1.21,1.27,1.1
CVD-0007586,"",Clc1cc(NC(=O)Cc2cncc3ccccc23)cc(OC2CCC(=O)N2)c1,ERI-UCB-ce40166b-6,Racemic or presumed racemic or meso,False,ClC=1C=C(NC(=O)CC=2C=NC=C3C=CC=CC23)C=C(OC4CCC(=O)N4)C1,O=C(Cc1cncc2ccccc12)Nc1cc(Cl)cc(OC2CCC(=O)N2)c1,shipment_SMILES,2020-09-08,38.4,32.4,45.4,0.858,2.1
CVD-0007439,CDD-229654,CCOC(=O)c1nc(ncc1Cl)S(C)(=O)=O,LON-WEI-ff7b210a-5,Achiral,False,CCOC(=O)C=1N=C(N=CC1Cl)S(=O)(=O)C,CCOC(=O)c1nc(S(C)(=O)=O)ncc1Cl,shipment_SMILES,2020-07-05,1.60,1.09,2.35,3.32,1.3
CVD-0007438,CDD-2563652,CS(=O)(=O)c1ncc(Cl)c(n1)C(=O)Nc1ccccc1Cc1ccccc1,LON-WEI-ff7b210a-4,Achiral,False,CS(=O)(=O)C=1N=CC(Cl)=C(N1)C(=O)NC=2C=CC=CC2CC=3C=CC=CC3,CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccccc2Cc2ccccc2)n1,shipment_SMILES,2021-01-04,0.540,0.507,0.575,1.65,1.1
CVD-0007438,CDD-2563652,CS(=O)(=O)c1ncc(Cl)c(n1)C(=O)Nc1ccccc1Cc1ccccc1,LON-WEI-ff7b210a-4,Achiral,False,CS(=O)(=O)C=1N=CC(Cl)=C(N1)C(=O)NC=2C=CC=CC2CC=3C=CC=CC3,CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccccc2Cc2ccccc2)n1,shipment_SMILES,2020-07-05,0.469,0.333,0.659,1.80,1.1
CVD-0007249,"",Cc1[nH]ncc1CC(=O)Nc1cccc(Cl)c1,MIC-UNK-66895286-3,Achiral,False,CC1=NNC=C1CC(=O)NC=2C=CC=C(Cl)C2,Cc1n[nH]cc1CC(=O)Nc1cccc(Cl)c1,shipment_SMILES,2020-09-08,54.6,50.1,59.5,1.14,2.1
CVD-0007225,CDD-2563670,CN(C)c1ccc(cc1)N(Cc1ccsc1)C(=O)Cn1nnc2ccccc12,ALP-POS-d2866bdf-1,"",False,"","","",2020-07-12,1.79,0.507,6.35,1.93,1.3
CVD-0006806,CDD-2563667,Fc1cccc(CCNC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(F)(F)F)c2cccnc2)c1,LON-WEI-babf2c61-9,Racemic or presumed racemic or meso,False,FC=1C=CC=C(CCNC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C=3C=CC=NC3)C1,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,shipment_SMILES,2020-06-25,20.1,15.7,25.7,1.29,1.1
CVD-0006804,"",Fc1cccc(CCNC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(F)(F)F)c2cncc(c2)C#N)c1,LON-WEI-babf2c61-7,Racemic or presumed racemic or meso,False,FC=1C=CC=C(CCNC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C=3C=NC=C(C#N)C3)C1,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C#N)c1,shipment_SMILES,2020-07-19,11.1,10.2,12.2,1.33,2.1
CVD-0006803,"",Cc1cncc(c1)C(N(C(=O)C=C)c1ccc(cc1)C(F)(F)F)C(=O)NCCc1cccc(F)c1,LON-WEI-babf2c61-6,Racemic or presumed racemic or meso,False,CC=1C=NC=C(C1)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C(=O)NCCC=3C=CC=C(F)C3,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C)c1,shipment_SMILES,2020-06-25,24.3,22.2,26.7,1.10,2.1
CVD-0006802,"",Fc1cccc(CCNC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(F)(F)F)c2cncc(Cl)c2)c1,LON-WEI-babf2c61-5,Racemic or presumed racemic or meso,False,FC=1C=CC=C(CCNC(=O)C(N(C(=O)C=C)C=2C=CC(=CC2)C(F)(F)F)C=3C=NC=C(Cl)C3)C1,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(Cl)c1,shipment_SMILES,2020-06-25,23.9,20.9,27.4,1.10,2.1
CVD-0006800,"",CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cncc(c1)C#N)C(=O)C=C,LON-WEI-babf2c61-3,Racemic or presumed racemic or meso,False,CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(C#N)C3)C(=O)C=C,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C#N)c1,shipment_SMILES,2020-07-19,7.48,6.71,8.34,1.06,1.1
CVD-0006799,"",Cc1cncc(c1)C(N(C(=O)C=C)c1ccc(cc1)C(C)(C)C)C(=O)NCCc1cccc(F)c1,LON-WEI-babf2c61-2,Racemic or presumed racemic or meso,False,CC=1C=NC=C(C1)C(N(C(=O)C=C)C=2C=CC(=CC2)C(C)(C)C)C(=O)NCCC=3C=CC=C(F)C3,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C)c1,shipment_SMILES,2020-06-25,11.6,8.76,15.4,0.933,1.1
CVD-0006798,"",CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cncc(Cl)c1)C(=O)C=C,LON-WEI-babf2c61-1,Racemic or presumed racemic or meso,False,CC(C)(C)C=1C=CC(=CC1)N(C(C(=O)NCCC=2C=CC=C(F)C2)C=3C=NC=C(Cl)C3)C(=O)C=C,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(Cl)c1,shipment_SMILES,2020-06-25,11.5,8.86,14.9,0.798,2.1
CVD-0006424,CDD-2563773,FC(F)(F)c1ccncc1NC(=O)Cc1cccc(Cl)c1,SAM-UNK-2684b532-12,Achiral,False,FC(F)(F)C=1C=CN=CC1NC(=O)CC=2C=CC=C(Cl)C2,O=C(Cc1cccc(Cl)c1)Nc1cnccc1C(F)(F)F,shipment_SMILES,2021-05-10,> 9.95,"","",1.58,2.3
